,Database Accession,Database,Gene Symbol,Disease,Variant Type,Pathogenicity,Review Status,Star Level,Submitter,HGVS Normalization Failure Reason,Duplicated
14,RCV001259711,ClinVar,ETFA,Metabolic,copy number loss,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
17,RCV000240602,ClinVar,ETFA,Metabolic,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,0
18,RCV000415836,ClinVar,ETFA,Metabolic,copy number gain,Likely pathogenic,"criteria provided, single submitter",1,CeGaT Praxis fuer Humangenetik Tuebingen,No variant information provided,0
19,RCV000447123,ClinVar,ETFA,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,0
20,RCV000511332,ClinVar,ETFA,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,0
21,RCV000683703,ClinVar,ETFA,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
22,RCV000447765,ClinVar,ETFA,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,0
23,RCV000510717,ClinVar,ETFA,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,0
24,RCV000512019,ClinVar,ETFA,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,0
25,RCV000751155,ClinVar,ETFA,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,0
26,RCV000751156,ClinVar,ETFA,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,0
7,408414:23874,Global_Variome,ETFB,Metabolic,Deletion,-,-,-,Teresa Giugliano,Compound variant,0
8,408414:178,Global_Variome,ETFB,Metabolic,Deletion,-,-,-,Teresa Giugliano,Compound variant,0
226,RCV000143450,ClinVar,ETFB,Metabolic,copy number gain,Uncertain significance,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
235,RCV000050883,ClinVar,ETFB,Metabolic,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,0
236,RCV000052914,ClinVar,ETFB,Metabolic,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,Compound Variant,0
237,RCV000052915,ClinVar,ETFB,Metabolic,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,Compound Variant,0
238,RCV000052925,ClinVar,ETFB,Metabolic,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 15,Compound Variant,0
239,RCV000052926,ClinVar,ETFB,Metabolic,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,Compound Variant,0
240,RCV000135843,ClinVar,ETFB,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 8,Compound Variant,0
225,RCV000018201,ClinVar,ETFB,Metabolic,Deletion,Pathogenic,no assertion criteria provided,0,OMIM,No variant information provided,0
227,RCV000445925,ClinVar,ETFB,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,0
228,RCV000447286,ClinVar,ETFB,Metabolic,copy number gain,Likely benign,no assertion criteria provided,0,ISCA site 6,No variant information provided,0
229,RCV000448571,ClinVar,ETFB,Metabolic,copy number gain,Likely benign,no assertion criteria provided,0,ISCA site 6,No variant information provided,0
230,RCV000740208,ClinVar,ETFB,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,0
231,RCV001007055,ClinVar,ETFB,Metabolic,copy number gain,Uncertain significance,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
232,RCV000984894,ClinVar,ETFB,Metabolic,Insertion,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,0
233,RCV001249294,ClinVar,ETFB,Metabolic,copy number gain,not provided,no assertion provided,0,"GenomeConnect, ClinGen",No variant information provided,0
234,RCV001259944,ClinVar,ETFB,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
241,RCV001007050,ClinVar,ETFB,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
242,RCV000511289,ClinVar,ETFB,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,0
243,RCV000512296,ClinVar,ETFB,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,0
244,RCV000752439,ClinVar,ETFB,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,0
245,RCV000752444,ClinVar,ETFB,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,0
30,RCV000051790,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,Compound Variant,0
31,RCV000135696,ClinVar,ETFDH,Metabolic,copy number loss,Likely pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
32,RCV000136603,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
33,RCV000138528,ClinVar,ETFDH,Metabolic,copy number gain,Uncertain significance,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
34,RCV000143621,ClinVar,ETFDH,Metabolic,copy number gain,Likely pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
41,RCV000799422,ClinVar,ETFDH,Metabolic,Duplication,Likely pathogenic,"criteria provided, single submitter",1,Invitae,Compound Variant,0
42,RCV000801983,ClinVar,ETFDH,Metabolic,Duplication,Likely pathogenic,"criteria provided, single submitter",1,Invitae,Compound Variant,0
47,RCV000051785,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,0
48,RCV000051786,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,0
49,RCV000051788,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 15,Compound Variant,0
50,RCV000135845,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 8,Compound Variant,0
51,RCV000136810,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 8,Compound Variant,0
52,RCV000137721,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
53,RCV000138578,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
54,RCV000141861,ClinVar,ETFDH,Metabolic,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
55,RCV000143559,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,0
35,RCV000185904,ClinVar,ETFDH,Metabolic,Microsatellite,Pathogenic,"criteria provided, single submitter",1,GeneDx,Microsatellite,0
36,RCV000185908,ClinVar,ETFDH,Metabolic,Microsatellite,Likely pathogenic,"criteria provided, single submitter",1,GeneDx,Microsatellite,0
40,RCV000698712,ClinVar,ETFDH,Metabolic,Microsatellite,Pathogenic,"criteria provided, single submitter",1,Invitae,Microsatellite,0
44,RCV000844168,ClinVar,ETFDH,Metabolic,Microsatellite,Benign,"criteria provided, single submitter",1,GeneDx,Microsatellite,0
46,RCV001050404,ClinVar,ETFDH,Metabolic,Microsatellite,Pathogenic,"criteria provided, single submitter",1,Invitae,Microsatellite,0
65,RCV000606827,ClinVar,ETFDH,Metabolic,Microsatellite,Likely benign,"criteria provided, single submitter",1,GeneDx,Microsatellite,0
66,RCV000174332,ClinVar,ETFDH,Metabolic,Microsatellite,Pathogenic,"criteria provided, single submitter",1,"EGL Genetic Diagnostics, Eurofins Clinical Diagnostics",Microsatellite,0
29,RCV000012807,ClinVar,ETFDH,Metabolic,Deletion,Pathogenic,no assertion criteria provided,0,OMIM,No variant information provided,0
37,RCV000239828,ClinVar,ETFDH,Metabolic,copy number gain,Uncertain significance,"criteria provided, single submitter",1,GeneDx,No variant information provided,0
38,RCV000446792,ClinVar,ETFDH,Metabolic,copy number gain,Uncertain significance,no assertion criteria provided,0,ISCA site 6,No variant information provided,0
39,RCV000511404,ClinVar,ETFDH,Metabolic,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,0
43,RCV000841289,ClinVar,ETFDH,Metabolic,Deletion,Likely benign,"criteria provided, single submitter",1,GeneDx,No variant information provided,0
45,RCV000845798,ClinVar,ETFDH,Metabolic,copy number loss,Uncertain significance,no assertion criteria provided,0,"Lineagen, Inc",No variant information provided,0
56,RCV000240245,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,0
57,RCV000240392,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,0
58,RCV000510713,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,0
59,RCV000511945,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,0
60,RCV000512542,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,0
61,RCV000682475,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
62,RCV000682478,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,Quest Diagnostics Nichols Institute San Juan Capistrano,No variant information provided,0
63,RCV000849098,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,"Lineagen, Inc",No variant information provided,0
64,RCV000849686,ClinVar,ETFDH,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,"Lineagen, Inc",No variant information provided,0
109,RCV000051776,ClinVar,HADH,Metabolic,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,Compound Variant,0
110,RCV000051777,ClinVar,HADH,Metabolic,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,Compound Variant,0
70,108646:7129,BIPmed_SNPhg19,HADH,Metabolic,single nucleotide variant,-,-,-,Admin,Incorrect reference base,0
107,RCV000008485,ClinVar,HADH,Metabolic,Deletion,Pathogenic,no assertion criteria provided,0,OMIM,No variant information provided,0
108,RCV000032679,ClinVar,HADH,Metabolic,Deletion,Pathogenic,no assertion criteria provided,0,OMIM,No variant information provided,0
111,RCV000743885,ClinVar,HADH,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,0
112,RCV000845097,ClinVar,HADH,Metabolic,Duplication,not provided,no assertion provided,0,"GenomeConnect, ClinGen",No variant information provided,0
219,RCV000819219,ClinVar,HADHA,Metabolic,Deletion,Pathogenic,"criteria provided, single submitter",1,Invitae,Compound Variant,0
220,RCV001032152,ClinVar,HADHA,Metabolic,Deletion,Pathogenic,"criteria provided, single submitter",1,Invitae,Compound Variant,0
211,RCV000410451,ClinVar,HADHA,Metabolic,Microsatellite,Likely pathogenic,"criteria provided, single submitter",1,Counsyl,Microsatellite,0
212,RCV000670748,ClinVar,HADHA,Metabolic,Microsatellite,Uncertain significance,"criteria provided, single submitter",1,Counsyl,Microsatellite,0
213,RCV000672907,ClinVar,HADHA,Metabolic,Microsatellite,Uncertain significance,"criteria provided, single submitter",1,Counsyl,Microsatellite,0
214,RCV000674517,ClinVar,HADHA,Metabolic,Microsatellite,Likely pathogenic,"criteria provided, single submitter",1,Counsyl,Microsatellite,0
215,RCV000334999,ClinVar,HADHA,Metabolic,Microsatellite,Uncertain significance,"criteria provided, single submitter",1,"Illumina Clinical Services Laboratory,Illumina",Microsatellite,0
216,RCV000346146,ClinVar,HADHA,Metabolic,Microsatellite,Uncertain significance,"criteria provided, single submitter",1,"Illumina Clinical Services Laboratory,Illumina",Microsatellite,0
217,RCV000384460,ClinVar,HADHA,Metabolic,Microsatellite,Uncertain significance,"criteria provided, single submitter",1,"Illumina Clinical Services Laboratory,Illumina",Microsatellite,0
218,RCV000396135,ClinVar,HADHA,Metabolic,Microsatellite,Uncertain significance,"criteria provided, single submitter",1,"Illumina Clinical Services Laboratory,Illumina",Microsatellite,0
222,RCV000497358,ClinVar,HADHA,Metabolic,Microsatellite,Pathogenic,"criteria provided, single submitter",1,GeneDx,Microsatellite,0
223,RCV000483023,ClinVar,HADHA,Metabolic,Microsatellite,Likely benign,"criteria provided, single submitter",1,GeneDx,Microsatellite,0
221,RCV001089815,ClinVar,HADHA,Metabolic,Insertion,Uncertain significance,"criteria provided, single submitter",1,Invitae,No variant information provided,0
224,RCV000836040,ClinVar,HADHA,Metabolic,Deletion,Likely benign,"criteria provided, single submitter",1,GeneDx,No variant information provided,0
27,RCV000015973,ClinVar,HADHB,Metabolic,Indel,Pathogenic,no assertion criteria provided,0,OMIM,No variant information provided,0
28,RCV000834907,ClinVar,HADHB,Metabolic,Deletion,Likely benign,"criteria provided, single submitter",1,GeneDx,No variant information provided,0
303,RCV001033653,ClinVar,SLC22A5,Metabolic,Deletion,Pathogenic,"criteria provided, single submitter",1,Invitae,Compound Variant,0
304,RCV000803928,ClinVar,SLC22A5,Metabolic,Deletion,Pathogenic,"criteria provided, single submitter",1,Invitae,Compound Variant,0
309,RCV000052109,ClinVar,SLC22A5,Metabolic,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 15,Compound Variant,0
310,RCV000053525,ClinVar,SLC22A5,Metabolic,copy number loss,Pathogenic,"criteria provided, single submitter",1,GeneDx,Compound Variant,0
311,RCV000135442,ClinVar,SLC22A5,Metabolic,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 17,Compound Variant,0
314,RCV001031175,ClinVar,SLC22A5,Metabolic,Deletion,Pathogenic,"criteria provided, single submitter",1,Invitae,Compound Variant,0
315,RCV001033393,ClinVar,SLC22A5,Metabolic,Deletion,Pathogenic,"criteria provided, single submitter",1,Invitae,Compound Variant,0
317,RCV000051193,ClinVar,SLC22A5,Metabolic,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,0
318,RCV000053524,ClinVar,SLC22A5,Metabolic,copy number loss,Pathogenic,"criteria provided, single submitter",1,GeneDx,Compound Variant,0
319,RCV000138808,ClinVar,SLC22A5,Metabolic,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,0
326,RCV000554476,ClinVar,SLC22A5,Metabolic,Deletion,Pathogenic,"criteria provided, single submitter",1,Invitae,Compound Variant,0
